SEASON,RK,NAME,TEAM,SALARY
2008-2009,257,"Walter Herrmann Heinrich, PF",Detroit Pistons,2e+06
2008-2009,270,"Jason Maxiell, PF",Detroit Pistons,1877572
2008-2009,283,"Rodney Stuckey, PG",Detroit Pistons,1687320
2008-2009,332,"Arron Afflalo, SG",Detroit Pistons,1015440
2008-2009,384,"Antonio McDyess, PF",Detroit Pistons,600532
2009-2010,45,"Richard Hamilton, SG",Detroit Pistons,11375000
2009-2010,57,"Tayshaun Prince, SF",Detroit Pistons,10324380
2009-2010,60,"Ben Gordon, SG",Detroit Pistons,1e+07
2009-2010,107,"Charlie Villanueva, PF",Detroit Pistons,6500000
2009-2010,140,"Jason Maxiell, PF",Detroit Pistons,5e+06
2009-2010,169,"Kwame Brown, C",Detroit Pistons,4e+06
2009-2010,210,"Chris Wilcox, PF",Detroit Pistons,3e+06
2009-2010,272,"Rodney Stuckey, PG",Detroit Pistons,1805040
2009-2010,278,"Austin Daye, SF",Detroit Pistons,1677840
2009-2010,361,"Chucky Atkins, PG",Detroit Pistons,825497
2009-2010,386,"DaJuan Summers, SF",Detroit Pistons,457588
2009-2010,396,"Jonas Jerebko, PF",Detroit Pistons,457588
2010-2011,38,"Richard Hamilton, SG",Detroit Pistons,12500000
2010-2011,49,"Tayshaun Prince, SF",Detroit Pistons,11148760
2010-2011,54,"Ben Gordon, SG",Detroit Pistons,10800000
2010-2011,96,"Charlie Villanueva, PF",Detroit Pistons,7020000
2010-2011,137,"Jason Maxiell, PF",Detroit Pistons,5e+06
2010-2011,196,"Will Bynum, PG",Detroit Pistons,3250000
2010-2011,210,"Chris Wilcox, PF",Detroit Pistons,3e+06
2010-2011,217,"Greg Monroe, C",Detroit Pistons,2798040
2010-2011,218,"Rodney Stuckey, PG",Detroit Pistons,2767126
2010-2011,252,"Ben Wallace, PF",Detroit Pistons,2080000
2010-2011,270,"Austin Daye, SF",Detroit Pistons,1803720
2010-2011,387,"Walter Sharpe, PF",Detroit Pistons,736420
2011-2012,44,"Ben Gordon, SG",Detroit Pistons,11600000
2011-2012,68,"Rodney Stuckey, PG",Detroit Pistons,8500000
2011-2012,84,"Charlie Villanueva, PF",Detroit Pistons,7540000
2011-2012,109,"Tayshaun Prince, SF",Detroit Pistons,6292135
2011-2012,140,"Jason Maxiell, PF",Detroit Pistons,5e+06
2011-2012,154,"Jonas Jerebko, PF",Detroit Pistons,4500000
2011-2012,202,"Will Bynum, PG",Detroit Pistons,3250000
2011-2012,214,"Greg Monroe, C",Detroit Pistons,3007920
2011-2012,238,"Brandon Knight, PG",Detroit Pistons,2563320
2011-2012,256,"Ben Wallace, PF",Detroit Pistons,2246400
2011-2012,281,"Austin Daye, SF",Detroit Pistons,1929600
2011-2012,383,"Damien Wilkins, SG",Detroit Pistons,854389
2011-2012,428,"Walter Sharpe, PF",Detroit Pistons,736420
2011-2012,463,"Walker Russell, PG",Detroit Pistons,374300
2012-2013,48,"Corey Maggette, SF",Detroit Pistons,10924138
2012-2013,67,"Rodney Stuckey, PG",Detroit Pistons,8500000
2012-2013,77,"Charlie Villanueva, PF",Detroit Pistons,8060000
2012-2013,133,"Jason Maxiell, PF",Detroit Pistons,5e+06
2012-2013,152,"Jonas Jerebko, PF",Detroit Pistons,4500000
2012-2013,198,"Will Bynum, PG",Detroit Pistons,3250000
2012-2013,201,"Greg Monroe, C",Detroit Pistons,3217680
2012-2013,231,"Brandon Knight, PG",Detroit Pistons,2678640
2012-2013,249,"Andre Drummond, C",Detroit Pistons,2356320
2012-2013,256,"Ben Wallace, PF",Detroit Pistons,2246400
2012-2013,306,"Slava Kravtsov, C",Detroit Pistons,1500000
2012-2013,343,"Reggie Bullock, SF",Detroit Pistons,1149000
2012-2013,367,"Kyle Singler, SF",Detroit Pistons,1e+06
2012-2013,445,"Walter Sharpe, PF",Detroit Pistons,736420
2013-2014,33,"Josh Smith, C",Detroit Pistons,13500000
2013-2014,66,"Charlie Villanueva, PF",Detroit Pistons,8580000
2013-2014,67,"Rodney Stuckey, PG",Detroit Pistons,8500000
2013-2014,78,"Brandon Jennings, PG",Detroit Pistons,7655503
2013-2014,131,"Jonas Jerebko, PF",Detroit Pistons,4500000
2013-2014,140,"Greg Monroe, C",Detroit Pistons,4086454
2013-2014,196,"Will Bynum, PG",Detroit Pistons,2790343
2013-2014,201,"Kentavious Caldwell-Pope, SG",Detroit Pistons,2653080
2013-2014,210,"Chauncey Billups, PG",Detroit Pistons,2500000
2013-2014,211,"Andre Drummond, C",Detroit Pistons,2465400
2013-2014,243,"Luigi Datome, SF",Detroit Pistons,1750000
2013-2014,301,"Kyle Singler, SF",Detroit Pistons,1045000
2013-2014,313,"Josh Harrellson, C",Detroit Pistons,884293
2013-2014,346,"Tony Mitchell, PF",Detroit Pistons,5e+05
2014-2015,73,"Brandon Jennings, PG",Detroit Pistons,8e+06
2014-2015,105,"Jodie Meeks, SG",Detroit Pistons,6e+06
2014-2015,114,"Greg Monroe, C",Detroit Pistons,5479934
2014-2015,144,"Caron Butler, SF",Detroit Pistons,4500000
2014-2015,145,"Jonas Jerebko, PF",Detroit Pistons,4500000
2014-2015,166,"Joel Anthony, C",Detroit Pistons,3800000
2014-2015,215,"Kentavious Caldwell-Pope, SG",Detroit Pistons,2772480
2014-2015,224,"Andre Drummond, C",Detroit Pistons,2568360
2014-2015,271,"Luigi Datome, SF",Detroit Pistons,1750000
2014-2015,308,"Hasheem Thabeet, C",Detroit Pistons,1250000
2014-2015,311,"Aaron Gray, C",Detroit Pistons,1227985
2014-2015,322,"Cartier Martin, PF",Detroit Pistons,1145685
2014-2015,382,"Spencer Dinwiddie, PG",Detroit Pistons,7e+05
2014-2015,406,"John Lucas III, PG",Detroit Pistons,269189
2015-2016,35,"Reggie Jackson, PG",Detroit Pistons,13913044
2015-2016,108,"Aron Baynes, C",Detroit Pistons,6500000
2015-2016,112,"Jodie Meeks, SG",Detroit Pistons,6270000
2015-2016,193,"Andre Drummond, C",Detroit Pistons,3272091
2015-2016,210,"Kentavious Caldwell-Pope, SG",Detroit Pistons,2891760
2015-2016,216,"Stanley Johnson, SF",Detroit Pistons,2841960
2015-2016,232,"Joel Anthony, C",Detroit Pistons,2500000
2015-2016,248,"Steve Blake, PG",Detroit Pistons,2170465
2015-2016,310,"Reggie Bullock, SF",Detroit Pistons,1252440
2015-2016,382,"Darrun Hilliard, SF",Detroit Pistons,6e+05
2011-2012,235,"David Andersen, C",Fenerbahce Ulker Fenerbahce Ulker,2685185
2012-2013,230,"David Andersen, C",Fenerbahce Ulker Fenerbahce Ulker,2685185
2012-2013,441,"Semih Erden, C",Fenerbahce Ulker Fenerbahce Ulker,762195
1999-2000,36,"Donyell Marshall, PF",Golden State Warriors,5250000
1999-2000,42,"Erick Dampier, C",Golden State Warriors,4988000
1999-2000,53,"Mookie Blaylock, G",Golden State Warriors,4200000
1999-2000,54,"Chris Mills, SF",Golden State Warriors,4200000
1999-2000,59,"Jason Caffey, F",Golden State Warriors,3937000
1999-2000,83,"Vonteego Cummings, PG",Golden State Warriors,2600000
1999-2000,86,"Antawn Jamison, PF",Golden State Warriors,2503000
2000-2001,69,"Erick Dampier, C",Golden State Warriors,5611000
2000-2001,87,"Mookie Blaylock, G",Golden State Warriors,4800000
2000-2001,88,"Chris Mills, SF",Golden State Warriors,4800000
2000-2001,93,"Bob Sura, PG",Golden State Warriors,4386000
2000-2001,117,"Adonal Foyle, C",Golden State Warriors,3578000
2000-2001,125,"Adam Keefe, F",Golden State Warriors,3390000
2000-2001,158,"Antawn Jamison, PF",Golden State Warriors,2678000
2000-2001,199,"Larry Hughes, SG",Golden State Warriors,1842000
2000-2001,267,"Vonteego Cummings, PG",Golden State Warriors,757000
2000-2001,318,"Chucky Brown, F",Golden State Warriors,241000
2000-2001,325,"Chris Garner, G",Golden State Warriors,32000
2001-2002,60,"Erick Dampier, C",Golden State Warriors,6235000
2001-2002,70,"Mookie Blaylock, G",Golden State Warriors,5400000
2001-2002,71,"Chris Mills, SF",Golden State Warriors,5400000
2001-2002,82,"Bob Sura, PG",Golden State Warriors,4913000
2001-2002,96,"Danny Fortson, C",Golden State Warriors,4441000
2001-2002,103,"Adonal Foyle, C",Golden State Warriors,4400000
2001-2002,131,"Antawn Jamison, PF",Golden State Warriors,3388000
2001-2002,149,"Cedric E. Henderson, F",Golden State Warriors,3e+06
2001-2002,184,"Larry Hughes, SG",Golden State Warriors,2343000
2001-2002,199,"Jason Richardson, SG",Golden State Warriors,2021000
2001-2002,241,"Troy Murphy, PF",Golden State Warriors,1310000
2001-2002,353,"Gilbert Arenas, PG",Golden State Warriors,333000
2002-2003,54,"Erick Dampier, C",Golden State Warriors,6858000
2002-2003,64,"Chris Mills, SF",Golden State Warriors,6e+06
2002-2003,70,"Bob Sura, PG",Golden State Warriors,5540000
2002-2003,91,"Danny Fortson, C",Golden State Warriors,4935000
2002-2003,105,"Antawn Jamison, PF",Golden State Warriors,4469000
2002-2003,106,"Adonal Foyle, C",Golden State Warriors,4400000
2002-2003,209,"Troy Murphy, PF",Golden State Warriors,1409000
2002-2003,249,"Earl Boykins, PG",Golden State Warriors,7e+05
2002-2003,261,"Gilbert Arenas, PG",Golden State Warriors,512000
2003-2004,25,"Nick Van Exel, PG",Golden State Warriors,10912000
2003-2004,38,"Erick Dampier, C",Golden State Warriors,7482000
2003-2004,65,"Avery Johnson, PG",Golden State Warriors,5445000
2003-2004,88,"Adonal Foyle, C",Golden State Warriors,4400000
2003-2004,152,"Speedy Claxton, PG",Golden State Warriors,1667000
2003-2004,159,"Troy Murphy, PF",Golden State Warriors,1507000
2004-2005,79,"Derek Fisher, PG",Golden State Warriors,3e+06
2004-2005,88,"Rodney White, SF",Golden State Warriors,2481000
2004-2005,90,"Speedy Claxton, PG",Golden State Warriors,2390000
2004-2005,100,"Troy Murphy, PF",Golden State Warriors,2232000
2005-2006,44,"Jason Richardson, SG",Golden State Warriors,8888888
2005-2006,70,"Troy Murphy, PF",Golden State Warriors,7365079
2005-2006,71,"Adonal Foyle, C",Golden State Warriors,7312500
2005-2006,108,"Derek Fisher, PG",Golden State Warriors,5393300
2005-2006,132,"Mike Dunleavy, SG",Golden State Warriors,4506261
2005-2006,234,"Ike Diogu, PF",Golden State Warriors,1988160
2005-2006,236,"Mickael Pietrus, SF",Golden State Warriors,1910520
2005-2006,239,"Andris Biedrins, C",Golden State Warriors,1857360
2005-2006,270,"Zarko Cabarkapa, SF",Golden State Warriors,1404360
2005-2006,375,"Monta Ellis, SG",Golden State Warriors,448762
2005-2006,377,"Chris Taft, PF",Golden State Warriors,423762
2006-2007,39,"Jason Richardson, SG",Golden State Warriors,9999999
2006-2007,61,"Adonal Foyle, C",Golden State Warriors,8125000
2006-2007,214,"Mickael Pietrus, SF",Golden State Warriors,2535260
2006-2007,233,"Zarko Cabarkapa, SF",Golden State Warriors,2157097
2006-2007,236,"Patrick O'Bryant, C",Golden State Warriors,2061720
2006-2007,242,"Andris Biedrins, C",Golden State Warriors,1986960
2006-2007,345,"Dajuan Wagner, SG",Golden State Warriors,798112
2006-2007,353,"Matt Barnes, SF",Golden State Warriors,744551
2006-2007,402,"Kelenna Azubuike, SF",Golden State Warriors,259770
2007-2008,10,"Baron Davis, PG",Golden State Warriors,16440000
2007-2008,68,"Al Harrington, PF",Golden State Warriors,8425625
2007-2008,89,"Stephen Jackson, SF",Golden State Warriors,6630000
2007-2008,176,"Mickael Pietrus, SF",Golden State Warriors,3470771
2007-2008,197,"Matt Barnes, SF",Golden State Warriors,3e+06
2007-2008,211,"Andris Biedrins, C",Golden State Warriors,2636696
2007-2008,233,"Brandan Wright, PF",Golden State Warriors,2323080
2007-2008,239,"Patrick O'Bryant, C",Golden State Warriors,2216400
2007-2008,268,"Kosta Perovic, C",Golden State Warriors,1800000
2007-2008,295,"Marco Belinelli, SG",Golden State Warriors,1345800
2007-2008,388,"Chris Webber, C",Golden State Warriors,358107
2007-2008,393,"C.J. Watson, PG",Golden State Warriors,251272
2008-2009,51,"Monta Ellis, SG",Golden State Warriors,1.1e+07
2008-2009,76,"Andris Biedrins, C",Golden State Warriors,9e+06
2008-2009,87,"Corey Maggette, SF",Golden State Warriors,8275862
2008-2009,96,"Stephen Jackson, SF",Golden State Warriors,7140000
2008-2009,156,"Ronny Turiaf, C",Golden State Warriors,4500000
2008-2009,216,"Kelenna Azubuike, SF",Golden State Warriors,2900000
2008-2009,235,"Brandan Wright, PF",Golden State Warriors,2497320
2008-2009,280,"Anthony Randolph, SF",Golden State Warriors,1709280
2008-2009,285,"Kosta Perovic, C",Golden State Warriors,1634000
2008-2009,297,"Marco Belinelli, SG",Golden State Warriors,1446720
2008-2009,311,"Marcus Williams, PG",Golden State Warriors,1262520
2008-2009,380,"Stephane Lasme, PF",Golden State Warriors,711517
2008-2009,405,"Jermareo Davidson, PF",Golden State Warriors,422725
2009-2010,48,"Monta Ellis, SG",Golden State Warriors,1.1e+07
2009-2010,74,"Andris Biedrins, C",Golden State Warriors,9e+06
2009-2010,76,"Corey Maggette, SF",Golden State Warriors,8937931
2009-2010,164,"Ronny Turiaf, C",Golden State Warriors,4140000
2009-2010,202,"Kelenna Azubuike, SF",Golden State Warriors,3100000
2009-2010,223,"Stephen Curry, PG",Golden State Warriors,2710560
2009-2010,270,"Anthony Randolph, SF",Golden State Warriors,1837560
2009-2010,285,"Devean George, SF",Golden State Warriors,1600000
2009-2010,333,"C.J. Watson, PG",Golden State Warriors,1000497
2009-2010,374,"Anthony Morrow, SG",Golden State Warriors,736420
2009-2010,383,"Chris Hunter, C",Golden State Warriors,632455
2009-2010,405,"Reggie Williams, SF",Golden State Warriors,118435
2009-2010,422,"Coby Karl, PG",Golden State Warriors,17328
2010-2011,50,"Monta Ellis, SG",Golden State Warriors,1.1e+07
2010-2011,55,"David Lee, PF",Golden State Warriors,10800000
2010-2011,70,"Andris Biedrins, C",Golden State Warriors,9e+06
2010-2011,101,"Vladimir Radmanovic, SF",Golden State Warriors,6883800
2010-2011,153,"Charlie Bell, SG",Golden State Warriors,4447792
2010-2011,186,"Dorell Wright, SF",Golden State Warriors,3540000
2010-2011,203,"Ekpe Udoh, PF",Golden State Warriors,3065040
2010-2011,212,"Stephen Curry, PG",Golden State Warriors,2913840
2010-2011,240,"Lou Amundson, PF",Golden State Warriors,2225000
2010-2011,352,"Tarence Kinsey, SG",Golden State Warriors,855189
2010-2011,373,"Reggie Williams, SF",Golden State Warriors,762195
2010-2011,409,"Jeremy Lin, PG",Golden State Warriors,473604
2010-2011,435,"Jeff Adrien, SF",Golden State Warriors,133723
2011-2012,43,"David Lee, PF",Golden State Warriors,11610000
2011-2012,62,"Andris Biedrins, C",Golden State Warriors,9e+06
2011-2012,97,"Kwame Brown, C",Golden State Warriors,6750000
2011-2012,166,"Charlie Bell, SG",Golden State Warriors,4099920
2011-2012,179,"Dorell Wright, SF",Golden State Warriors,3823000
2011-2012,209,"Stephen Curry, PG",Golden State Warriors,3117120
2011-2012,221,"Brandon Rush, SF",Golden State Warriors,2956658
2011-2012,266,"Klay Thompson, SG",Golden State Warriors,2126520
2011-2012,357,"Earl Barron, C",Golden State Warriors,1027424
2011-2012,375,"Tarence Kinsey, SG",Golden State Warriors,855189
2011-2012,411,"Nate Robinson, PG",Golden State Warriors,785487
2011-2012,435,"Jeremy Tyler, C",Golden State Warriors,650000
2011-2012,436,"Acie Law, PG",Golden State Warriors,633253
2011-2012,478,"Al Thornton, SF",Golden State Warriors,211084
2011-2012,493,"Mikki Moore, C",Golden State Warriors,75793
2012-2013,35,"Andrew Bogut, C",Golden State Warriors,1.3e+07
2012-2013,36,"David Lee, PF",Golden State Warriors,12744000
2012-2013,51,"Richard Jefferson, SF",Golden State Warriors,10164000
2012-2013,62,"Andris Biedrins, C",Golden State Warriors,9e+06
2012-2013,120,"Jarrett Jack, PG",Golden State Warriors,5400000
2012-2013,164,"Charlie Bell, SG",Golden State Warriors,4099920
2012-2013,172,"Stephen Curry, PG",Golden State Warriors,3958742
2012-2013,226,"Harrison Barnes, SF",Golden State Warriors,2798040
2012-2013,261,"Klay Thompson, SG",Golden State Warriors,2222160
2012-2013,366,"Festus Ezeli, C",Golden State Warriors,1020960
2012-2013,384,"Malcolm Thomas, PF",Golden State Warriors,884293
2012-2013,404,"Draymond Green, PF",Golden State Warriors,850000
2012-2013,410,"Jermareo Davidson, PF",Golden State Warriors,825497
2012-2013,453,"Acie Law, PG",Golden State Warriors,633253
2012-2013,477,"Kent Bazemore, SF",Golden State Warriors,473604
2012-2013,498,"Al Thornton, SF",Golden State Warriors,211084
2012-2013,514,"Mikki Moore, C",Golden State Warriors,75793
2013-2014,29,"Andrew Bogut, C",Golden State Warriors,1.4e+07
2013-2014,30,"David Lee, PF",Golden State Warriors,13878000
2013-2014,35,"Andre Iguodala, SF",Golden State Warriors,12868632
2013-2014,55,"Stephen Curry, PG",Golden State Warriors,9887642
2013-2014,162,"Marreese Speights, C",Golden State Warriors,3500000
2013-2014,192,"Harrison Barnes, SF",Golden State Warriors,2923920
2013-2014,215,"Klay Thompson, SG",Golden State Warriors,2317920
2013-2014,223,"Jordan Crawford, SG",Golden State Warriors,2162419
2013-2014,231,"Jermaine O'Neal, C",Golden State Warriors,2e+06
2013-2014,298,"Festus Ezeli, C",Golden State Warriors,1066920
2013-2014,300,"Nemanja Nedovic, PG",Golden State Warriors,1056720
2013-2014,320,"Draymond Green, PF",Golden State Warriors,875500
2013-2014,334,"Hilton Armstrong, PF",Golden State Warriors,660619
2014-2015,20,"David Lee, PF",Golden State Warriors,15012000
2014-2015,32,"Andrew Bogut, C",Golden State Warriors,12972973
2014-2015,38,"Andre Iguodala, SF",Golden State Warriors,12289544
2014-2015,50,"Stephen Curry, PG",Golden State Warriors,10629213
2014-2015,170,"Marreese Speights, C",Golden State Warriors,3657500
2014-2015,198,"Klay Thompson, SG",Golden State Warriors,3075880
2014-2015,199,"Harrison Barnes, SF",Golden State Warriors,3049920
2014-2015,320,"Hilton Armstrong, PF",Golden State Warriors,1145685
2014-2015,321,"Brandon Rush, SF",Golden State Warriors,1145685
2014-2015,327,"Festus Ezeli, C",Golden State Warriors,1112880
2014-2015,330,"Nemanja Nedovic, PG",Golden State Warriors,1104240
2014-2015,368,"Chris Babb, SG",Golden State Warriors,816482
2014-2015,415,"James Michael McAdoo, SF",Golden State Warriors,167122
2015-2016,27,"Klay Thompson, SG",Golden State Warriors,15501000
2015-2016,32,"Draymond Green, PF",Golden State Warriors,14260870
2015-2016,36,"Andrew Bogut, C",Golden State Warriors,13800000
2015-2016,54,"Andre Iguodala, SF",Golden State Warriors,11710456
2015-2016,55,"Stephen Curry, PG",Golden State Warriors,11370786
2015-2016,124,"Shaun Livingston, PG",Golden State Warriors,5543725
2015-2016,172,"Harrison Barnes, SF",Golden State Warriors,3873398
2015-2016,173,"Marreese Speights, C",Golden State Warriors,3815000
2015-2016,231,"Leandro Barbosa, SG",Golden State Warriors,2500000
2015-2016,263,"Festus Ezeli, C",Golden State Warriors,2008748
2015-2016,308,"Brandon Rush, SF",Golden State Warriors,1270964
2015-2016,331,"Kevon Looney, SF",Golden State Warriors,1131960
2015-2016,398,"Anderson Varejao, PF",Golden State Warriors,289755
2015-2016,403,"Jason Thompson, PF",Golden State Warriors,245177
1999-2000,62,"Walt Williams, F",Houston Rockets,3750000
1999-2000,73,"Steve Francis, PG",Houston Rockets,3020000
1999-2000,100,"Shandon Anderson, SF",Houston Rockets,2e+06
1999-2000,138,"Kenny Thomas, PF",Houston Rockets,823000
2000-2001,5,"Hakeem Olajuwon, C",Houston Rockets,16685000
2000-2001,76,"Kelvin Cato, C",Houston Rockets,5400000
2000-2001,107,"Cuttino Mobley, SG",Houston Rockets,3922000
2000-2001,132,"Steve Francis, PG",Houston Rockets,3246000
2000-2001,179,"Shandon Anderson, SF",Houston Rockets,2200000
2000-2001,214,"Matt Bullard, F",Houston Rockets,1481000
2000-2001,235,"Jason Collier, C",Houston Rockets,1190000
2000-2001,255,"Kenny Thomas, PF",Houston Rockets,885000
2000-2001,290,"Moochie Norris, PG",Houston Rockets,523000
2000-2001,312,"Dan Langhi, PF",Houston Rockets,316000
2000-2001,321,"Sean Colson, G",Houston Rockets,83000
2001-2002,35,"Glen Rice, SF",Houston Rockets,8800000
2001-2002,62,"Kelvin Cato, C",Houston Rockets,6048000
2001-2002,81,"Walt Williams, F",Houston Rockets,5e+06
2001-2002,101,"Cuttino Mobley, SG",Houston Rockets,4412000
2001-2002,126,"Moochie Norris, PG",Houston Rockets,3600000
2001-2002,128,"Steve Francis, PG",Houston Rockets,3473000
2001-2002,200,"Eddie Griffin, PF",Houston Rockets,2011000
2001-2002,246,"Jason Collier, C",Houston Rockets,1280000
2001-2002,270,"Kenny Thomas, PF",Houston Rockets,946000
2001-2002,329,"Terence Morris, F",Houston Rockets,490000
2001-2002,340,"Dan Langhi, PF",Houston Rockets,465000
2002-2003,36,"Glen Rice, SF",Houston Rockets,9200000
2002-2003,46,"Maurice Taylor, PF",Houston Rockets,7150000
2002-2003,56,"Kelvin Cato, C",Houston Rockets,6696000
2002-2003,94,"Cuttino Mobley, SG",Houston Rockets,4903000
2002-2003,107,"Steve Francis, PG",Houston Rockets,4383000
2002-2003,126,"Moochie Norris, PG",Houston Rockets,3600000
2002-2003,177,"Eddie Griffin, PF",Houston Rockets,2162000
2002-2003,192,"James Posey, SF",Houston Rockets,1723000
2002-2003,213,"Jason Collier, C",Houston Rockets,1376000
2003-2004,33,"Maurice Taylor, PF",Houston Rockets,7800000
2003-2004,39,"Kelvin Cato, C",Houston Rockets,7344000
2003-2004,54,"Steve Francis, PG",Houston Rockets,5720000
2003-2004,71,"Cuttino Mobley, SG",Houston Rockets,5393000
2003-2004,82,"Mark Jackson, PG",Houston Rockets,4580000
2003-2004,143,"Scott Padgett, PF",Houston Rockets,2102000
2004-2005,2,"Dikembe Mutombo, C",Houston Rockets,19684000
2004-2005,11,"Tracy McGrady, SG",Houston Rockets,14487000
2004-2005,45,"Clarence Weatherspoon, PF",Houston Rockets,5899000
2005-2006,12,"Tracy McGrady, SG",Houston Rockets,15694250
2005-2006,97,"Juwan Howard, PF",Houston Rockets,5900400
2005-2006,100,"Yao Ming, C",Houston Rockets,5594906
2005-2006,113,"David Wesley, SG",Houston Rockets,5075000
2005-2006,117,"Stromile Swift, PF",Houston Rockets,5e+06
2005-2006,141,"Moochie Norris, PG",Houston Rockets,4200000
2005-2006,152,"Rafer Alston, PG",Houston Rockets,3850000
2005-2006,160,"Bob Sura, PG",Houston Rockets,3520000
2005-2006,232,"Dikembe Mutombo, C",Houston Rockets,2e+06
2005-2006,241,"Jon Barry, SG",Houston Rockets,1800000
2005-2006,310,"Luther Head, PG",Houston Rockets,975600
2005-2006,322,"Ryan Bowen, SF",Houston Rockets,900498
2005-2006,333,"Maciej Lampe, PF",Houston Rockets,858534
2005-2006,393,"Chuck Hayes, PF",Houston Rockets,248118
2006-2007,9,"Tracy McGrady, SG",Houston Rockets,16901500
2006-2007,24,"Yao Ming, C",Houston Rockets,12455000
2006-2007,91,"Juwan Howard, PF",Houston Rockets,6392100
